SEASON,MONTH,HOUR,HOLIDAY,WEEKDAY,WORKINGDAY,WEATHERSIT,TEMP,ATEMP,HUM,WINDSPEED,USERS
4,11,10,0,6,0,1,0.36,0.3333,0.46,0.3881,328
3,8,0,0,5,1,1,0.72,0.6818,0.7,0.194,71
3,7,0,0,4,1,1,0.74,0.697,0.66,0.0896,66
2,4,3,0,6,0,1,0.24,0.2424,0.7,0.1642,9
2,4,0,0,5,1,1,0.36,0.3485,0.62,0.194,33
1,1,20,0,2,1,1,0.4,0.4091,0.58,0.1045,238
2,5,19,0,4,1,1,0.54,0.5152,0.37,0.3582,553
2,4,12,0,6,0,2,0.36,0.3485,0.81,0.1343,202
2,5,15,0,5,1,1,0.76,0.7121,0.62,0.194,466
4,10,11,0,5,1,1,0.56,0.5303,0.63,0,230
3,8,9,0,5,1,1,0.7,0.6515,0.65,0.1343,218
2,4,4,0,6,0,1,0.24,0.2424,0.7,0.1642,5
1,12,22,0,6,0,1,0.24,0.2879,0.52,0,20
1,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,1
2,6,18,0,0,0,1,0.82,0.7273,0.38,0.2239,490
3,7,4,0,1,1,2,0.66,0.5909,0.94,0.1343,8
1,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,93
1,1,5,0,4,1,1,0.12,0.1212,0.55,0.2537,19
1,12,2,0,6,0,1,0.26,0.2121,0.44,0.5224,23
