SEASON,MONTH,HOUR,HOLIDAY,WEEKDAY,WORKINGDAY,WEATHERSIT,TEMP,ATEMP,HUM,WINDSPEED,USERS
4,10,18,0,6,0,1,0.52,0.5,0.48,0.4179,495
1,12,17,0,1,1,2,0.26,0.2879,0.48,0.0896,164
2,4,1,0,1,1,1,0.42,0.4242,0.77,0.0896,24
4,11,13,0,3,1,1,0.36,0.3333,0.43,0.2537,214
4,11,15,0,2,1,1,0.4,0.4091,0.4,0.2985,217
3,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,40
1,12,17,0,6,0,1,0.28,0.2879,0.45,0.1343,68
1,2,3,0,0,0,2,0.3,0.2879,0.36,0.2239,15
3,9,15,0,0,0,2,0.58,0.5455,0.6,0.1343,365
4,10,8,0,4,1,1,0.44,0.4394,0.62,0.1642,457
2,5,23,0,1,1,2,0.58,0.5455,0.78,0.1045,75
2,5,23,0,3,1,1,0.6,0.5606,0.83,0.1343,106
4,12,22,0,4,1,1,0.24,0.2424,0.65,0.1642,133
3,6,14,0,4,1,1,0.78,0.6818,0.31,0.194,163
1,2,7,0,4,1,1,0.36,0.3485,0.81,0.2239,326
1,2,23,0,2,1,1,0.32,0.303,0.53,0.2239,65
1,2,16,0,6,0,1,0.44,0.4394,0.44,0.3284,404
2,4,6,0,5,1,2,0.34,0.3636,0.87,0,35
4,9,2,0,5,1,2,0.6,0.5,1,0.1045,20
2,4,13,0,4,1,2,0.62,0.5758,0.83,0.2985,121
1,1,14,0,0,0,2,0.16,0.1667,0.8,0.1642,182
2,6,2,0,2,1,2,0.68,0.6364,0.65,0.194,6
2,3,18,0,1,1,1,0.32,0.303,0.21,0.2836,241
4,11,0,0,2,1,3,0.38,0.3939,0.94,0.1045,14
1,3,6,0,5,1,1,0.26,0.2424,0.81,0.2836,32
2,4,10,0,6,0,3,0.42,0.4242,0.94,0.3881,22
1,2,0,0,6,0,1,0.24,0.2273,0.52,0.194,28
3,6,20,0,2,1,1,0.7,0.6364,0.3,0.2836,505
3,7,9,0,5,1,2,0.7,0.6667,0.79,0.1343,373
4,10,21,0,0,0,1,0.56,0.5303,0.73,0.4478,196
2,5,14,0,6,0,3,0.6,0.6212,0.35,0.1642,378
4,9,0,0,4,1,1,0.6,0.5758,0.78,0.0896,65
2,4,7,0,6,0,3,0.34,0.3333,1,0.1642,19
2,6,2,0,5,1,1,0.56,0.5303,0.56,0,19
3,7,15,0,2,1,1,0.88,0.8182,0.44,0.194,158
2,6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,409
2,5,16,0,5,1,1,0.78,0.7121,0.52,0.2239,584
1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,215
3,7,22,0,6,0,1,0.72,0.6818,0.62,0.1642,214
4,11,19,0,6,0,1,0.26,0.2424,0.41,0.2537,83
2,3,9,0,5,1,1,0.34,0.3333,0.57,0.1642,321
1,2,7,0,4,1,2,0.3,0.303,0.7,0.1343,288
4,11,1,1,5,0,1,0.32,0.303,0.57,0.3284,19
4,11,3,0,5,1,1,0.24,0.2879,0.75,0,4
4,10,23,0,2,1,1,0.48,0.4697,0.77,0.1343,66
4,10,6,0,3,1,1,0.48,0.4697,0.82,0.1045,173
4,11,21,0,4,1,1,0.36,0.3333,0.37,0.3881,233
2,5,19,0,3,1,1,0.7,0.6515,0.61,0.1343,405
2,3,0,0,5,1,1,0.56,0.5303,0.83,0,95
1,2,3,0,1,1,1,0.12,0.1515,0.54,0.1045,1
1,3,9,0,5,1,2,0.3,0.2879,0.61,0.2836,156
1,3,2,0,5,1,1,0.34,0.3182,0.53,0.2836,6
1,2,6,0,5,1,2,0.28,0.2879,0.96,0.1343,71
4,10,18,0,2,1,1,0.62,0.6212,0.53,0.0896,826
3,7,3,0,6,0,1,0.74,0.6818,0.62,0.1642,43
2,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,240
4,12,11,0,3,1,1,0.44,0.4394,0.44,0.2836,172
1,2,19,0,3,1,1,0.3,0.3333,0.33,0,141
1,2,5,0,1,1,1,0.18,0.2121,0.8,0.1045,17
1,2,17,0,5,1,3,0.42,0.4242,0.94,0.1045,256
2,5,2,0,1,1,1,0.44,0.4394,0.94,0,8
3,9,19,0,5,1,1,0.68,0.6364,0.57,0.1642,579
4,11,11,0,4,1,1,0.44,0.4394,0.67,0.194,120
2,5,12,0,4,1,1,0.7,0.6515,0.58,0.1045,289
1,1,13,0,5,1,1,0.26,0.2121,0.33,0.5224,154
3,6,3,0,1,1,3,0.62,0.5909,0.78,0.1343,2
1,1,0,0,1,1,2,0.32,0.2879,0.26,0.4179,10
2,3,21,0,3,1,2,0.24,0.2273,0.93,0.2537,27
3,8,7,0,3,1,2,0.74,0.6667,0.51,0.2239,271
3,8,2,0,4,1,1,0.62,0.5909,0.73,0,17
3,7,23,0,1,1,1,0.7,0.6667,0.79,0.1343,55
4,12,15,0,5,1,1,0.42,0.4242,0.41,0.0896,199
2,4,5,0,6,0,3,0.34,0.3636,1,0,7
4,12,1,0,0,0,1,0.3,0.3182,0.75,0.0896,74
2,5,9,0,4,1,2,0.5,0.4848,0.77,0.2836,212
4,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,95
1,1,17,0,4,1,2,0.42,0.4242,0.71,0,413
2,4,11,0,1,1,1,0.64,0.6061,0.73,0.2239,147
2,4,7,0,0,0,1,0.36,0.3333,0.5,0.3582,16
2,4,3,0,0,0,2,0.44,0.4394,0.82,0.1642,40
1,1,21,0,4,1,1,0.26,0.2727,0.6,0.1343,97
4,12,23,0,4,1,1,0.26,0.2879,0.7,0.0896,73
2,5,8,0,2,1,1,0.7,0.6667,0.74,0.194,634
1,3,18,0,6,0,1,0.5,0.4848,0.25,0.2537,303
2,3,6,0,1,1,3,0.32,0.303,0.76,0.2537,32
2,6,13,0,3,1,1,0.74,0.6515,0.28,0.2836,189
4,11,18,0,2,1,1,0.34,0.3182,0.49,0.2836,559
2,3,2,0,5,1,1,0.2,0.197,0.69,0.2239,5
3,8,6,0,1,1,1,0.66,0.6212,0.61,0.2985,112
1,2,20,0,6,0,1,0.32,0.2879,0.28,0.5224,47
2,4,15,0,3,1,3,0.42,0.4242,0.77,0.194,98
1,1,11,0,6,0,2,0.18,0.197,0.64,0.1343,64
2,5,0,0,2,1,2,0.56,0.5303,0.88,0,31
3,8,23,0,1,1,1,0.7,0.6667,0.84,0.1642,114
4,11,23,0,5,1,1,0.26,0.2727,0.6,0.1343,59
1,12,10,0,5,1,1,0.32,0.2879,0.42,0.4627,154
4,10,10,0,1,1,2,0.36,0.3485,0.57,0.1642,105
3,9,12,0,2,1,2,0.56,0.5303,0.94,0.1642,60
3,6,16,0,3,1,1,0.82,0.697,0.24,0.4478,392
2,5,0,0,5,1,1,0.46,0.4545,0.94,0.0896,48
1,3,20,0,0,0,3,0.28,0.2424,1,0.4179,11
3,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537,244
4,12,7,0,1,1,2,0.36,0.3485,0.93,0.1343,319
2,6,10,0,2,1,1,0.62,0.6212,0.46,0.2239,130
2,4,9,0,6,0,2,0.34,0.3485,0.87,0.1045,98
3,9,1,0,3,1,1,0.7,0.6667,0.84,0.194,13
2,5,15,0,1,1,1,0.72,0.6667,0.51,0,165
1,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,5
1,12,16,0,3,1,3,0.44,0.4394,1,0.3284,101
2,5,23,0,3,1,1,0.52,0.5,0.94,0.0896,59
2,3,18,0,5,1,1,0.3,0.2879,0.39,0.2537,198
1,2,20,0,3,1,3,0.24,0.2424,0.87,0.1343,125
3,7,3,0,3,1,1,0.74,0.697,0.66,0.1343,4
1,1,19,0,1,1,1,0.2,0.2576,0.47,0,110
4,11,16,0,1,1,1,0.62,0.6212,0.46,0.4179,315
2,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896,125
2,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627,7
4,11,18,1,1,0,1,0.52,0.5,0.72,0.1343,551
2,4,9,0,0,0,1,0.4,0.4091,0.43,0.2836,102
3,7,14,0,2,1,1,0.9,0.8485,0.42,0.2985,124
4,10,9,0,1,1,3,0.6,0.5909,0.69,0.3881,359
2,4,20,0,4,1,1,0.5,0.4848,0.51,0.194,169
1,2,1,0,3,1,1,0.44,0.4394,0.41,0.2836,4
2,5,10,0,5,1,1,0.72,0.6667,0.54,0.3881,153
4,9,5,0,2,1,3,0.62,0.5455,0.94,0.0896,24
2,5,0,0,4,1,1,0.36,0.3485,0.66,0.194,27
3,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,6
3,9,4,0,0,0,1,0.6,0.5606,0.83,0.1343,9
2,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,604
1,1,15,0,5,1,1,0.26,0.2121,0.33,0.5821,138
4,10,2,0,1,1,2,0.58,0.5455,0.64,0.3582,6
2,3,11,0,2,1,2,0.34,0.303,0.25,0.3881,81
3,9,18,0,4,1,3,0.48,0.4697,0.67,0.6119,244
2,5,2,0,3,1,3,0.56,0.5303,0.88,0.4478,1
3,8,23,0,2,1,1,0.66,0.6212,0.65,0.1343,77
3,6,10,0,3,1,1,0.7,0.6364,0.37,0.2537,172
2,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,299
4,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,101
3,8,21,0,3,1,1,0.66,0.6212,0.61,0.0896,201
2,5,12,0,1,1,2,0.56,0.5303,0.68,0.2239,263
4,11,1,0,3,1,1,0.24,0.2121,0.6,0.2985,12
4,10,22,0,0,0,1,0.42,0.4242,0.77,0.1045,94
1,2,6,0,3,1,1,0.12,0.1515,0.5,0.1045,36
2,6,20,0,2,1,1,0.8,0.7576,0.55,0.2537,458
2,5,3,0,4,1,1,0.62,0.6061,0.69,0.0896,8
3,9,8,0,6,0,1,0.56,0.5303,0.49,0.4179,212
3,8,21,0,1,1,1,0.66,0.6212,0.65,0.194,184
1,2,4,0,4,1,1,0.32,0.3182,0.57,0.194,4
4,10,21,0,5,1,3,0.32,0.3182,0.7,0.1642,74
1,2,7,1,1,0,2,0.22,0.197,0.55,0.3284,44
3,8,0,0,3,1,1,0.7,0.6515,0.61,0.194,60
4,11,21,0,4,1,1,0.4,0.4091,0.76,0.1343,144
2,6,21,0,2,1,1,0.76,0.7121,0.62,0.1642,276
1,12,5,0,3,1,2,0.38,0.3939,0.82,0.1045,28
1,2,3,0,2,1,2,0.3,0.3333,0.7,0,2
3,8,18,0,4,1,3,0.76,0.697,0.55,0.2537,274
2,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,420
1,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925,48
2,6,12,0,4,1,1,0.92,0.8485,0.35,0.194,140
4,9,0,0,0,0,2,0.6,0.5455,0.88,0,173
3,7,21,0,0,0,1,0.74,0.6818,0.62,0.2239,207
2,5,11,0,3,1,2,0.54,0.5152,0.94,0.0896,23
2,4,7,0,0,0,1,0.5,0.4848,0.63,0.1045,46
1,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,29
1,2,23,0,6,0,3,0.12,0.0758,0.5,0.4925,20
1,3,8,0,0,0,1,0.28,0.2727,0.56,0.1642,37
2,4,15,0,2,1,1,0.56,0.5303,0.21,0.2985,203
1,3,16,0,6,0,1,0.5,0.4848,0.31,0.3881,304
1,12,19,0,6,0,1,0.42,0.4242,0.54,0.2239,92
1,12,3,0,0,0,1,0.2,0.2121,0.51,0.1343,9
4,10,21,0,3,1,1,0.5,0.4848,0.51,0.3582,269
1,3,3,0,4,1,1,0.46,0.4545,0.94,0.2239,3
4,12,3,0,5,1,1,0.22,0.2727,0.8,0,6
1,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,63
1,12,17,0,4,1,2,0.44,0.4394,0.67,0.1642,356
2,4,11,0,3,1,1,0.62,0.6061,0.69,0.0896,118
4,10,14,0,5,1,1,0.66,0.6212,0.61,0.2537,365
2,4,14,0,5,1,1,0.48,0.4697,0.29,0.3881,490
4,10,9,0,0,0,1,0.5,0.4848,0.77,0,185
1,12,1,0,6,0,2,0.4,0.4091,0.62,0.2836,35
2,4,18,0,3,1,2,0.42,0.4242,0.77,0,505
1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,49
3,9,4,0,3,1,1,0.7,0.6667,0.79,0.2836,5
1,1,14,1,1,0,1,0.24,0.2121,0.44,0.3881,181
3,8,7,0,6,0,1,0.64,0.5758,0.83,0.0896,62
2,3,0,0,4,1,1,0.52,0.5,0.83,0.0896,41
2,6,18,0,6,0,1,0.64,0.6212,0.36,0,512
4,10,11,0,2,1,1,0.54,0.5152,0.64,0.2836,124
4,12,1,0,1,1,1,0.32,0.3485,0.87,0,12
1,1,22,0,5,1,2,0.16,0.2273,0.69,0,36
4,12,23,0,2,1,3,0.46,0.4545,1,0.1642,53
1,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,27
2,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,161
3,7,5,0,0,0,1,0.6,0.5455,0.88,0,6
4,11,20,0,5,1,2,0.36,0.3333,0.46,0.4179,221
4,11,9,0,4,1,2,0.34,0.303,0.61,0.3284,198
1,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,95
4,12,7,0,4,1,1,0.32,0.3182,0.7,0.194,258
3,8,12,0,3,1,1,0.74,0.6818,0.55,0.2239,307
2,5,3,0,3,1,3,0.42,0.4242,0.88,0.5224,1
1,2,11,0,0,0,1,0.12,0.1061,0.42,0.2985,124
3,8,21,0,0,0,1,0.7,0.6667,0.79,0.2537,138
3,9,2,0,2,1,1,0.6,0.5758,0.78,0,2
3,6,14,0,2,1,1,0.76,0.7121,0.62,0.2239,152
1,1,2,0,0,0,1,0.16,0.2273,0.8,0,11
4,12,5,0,0,0,2,0.4,0.4091,0.87,0.1045,8
3,7,1,0,4,1,1,0.74,0.6667,0.51,0.2836,30
2,4,15,0,5,1,2,0.56,0.5303,0.4,0.2985,252
1,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985,28
3,6,13,0,1,1,1,0.72,0.6667,0.51,0.2985,260
4,9,13,0,0,0,2,0.68,0.6364,0.74,0,369
4,12,12,0,3,1,2,0.36,0.3636,0.57,0.0896,144
1,12,11,0,6,0,1,0.42,0.4242,0.71,0.1642,217
2,6,10,0,5,1,2,0.66,0.6061,0.78,0.2836,204
1,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,12
1,2,9,0,5,1,1,0.12,0.1212,0.74,0.2239,140
2,4,11,0,0,0,1,0.46,0.4545,0.41,0.4179,304
